id,model,family,arm,words,word_agreement,n_spans_a,n_spans_b,jaccard_initializing,density_a_initializing,density_b_initializing,abs_ddensity_initializing,jaccard_deduction,density_a_deduction,density_b_deduction,abs_ddensity_deduction,jaccard_adding-knowledge,density_a_adding-knowledge,density_b_adding-knowledge,abs_ddensity_adding-knowledge,jaccard_example-testing,density_a_example-testing,density_b_example-testing,abs_ddensity_example-testing,jaccard_uncertainty-estimation,density_a_uncertainty-estimation,density_b_uncertainty-estimation,abs_ddensity_uncertainty-estimation,jaccard_backtracking,density_a_backtracking,density_b_backtracking,abs_ddensity_backtracking
qwen3/actions/alpha0.043_aware/134/real,qwen3,actions,alpha0.043_aware,263,0.9657794676806084,16,17,1.0,1.1406844106463878,1.1406844106463878,0.0,0.9262295081967213,2.661596958174905,3.041825095057034,0.380228136882129,1.0,1.520912547528517,1.520912547528517,0.0,,0.0,0.0,0.0,1.0,0.7604562737642585,0.7604562737642585,0.0,,0.0,0.0,0.0
qwq/actions/alpha0.25/87/fake,qwq,actions,alpha0.25,161,1.0,14,14,1.0,0.6211180124223602,0.6211180124223602,0.0,1.0,3.1055900621118013,3.1055900621118013,0.0,1.0,1.2422360248447204,1.2422360248447204,0.0,,0.0,0.0,0.0,1.0,3.1055900621118013,3.1055900621118013,0.0,1.0,0.6211180124223602,0.6211180124223602,0.0
qwq/actions/alpha0.25/34/fake,qwq,actions,alpha0.25,144,1.0,11,11,1.0,0.6944444444444444,0.6944444444444444,0.0,1.0,3.4722222222222223,3.4722222222222223,0.0,1.0,2.7777777777777777,2.7777777777777777,0.0,,0.0,0.0,0.0,1.0,0.6944444444444444,0.6944444444444444,0.0,,0.0,0.0,0.0
qwq/actions/alpha0.25/63/real,qwq,actions,alpha0.25,207,0.782608695652174,18,18,1.0,0.4830917874396135,0.4830917874396135,0.0,0.64,3.864734299516908,4.830917874396135,0.9661835748792273,0.5833333333333334,3.3816425120772946,2.898550724637681,0.48309178743961345,,0.0,0.0,0.0,0.5833333333333334,0.966183574879227,0.4830917874396135,0.4830917874396135,,0.0,0.0,0.0
qwq/actions/alpha0.05_aware/32/real,qwq,actions,alpha0.05_aware,155,0.8451612903225807,11,9,1.0,1.935483870967742,1.2903225806451613,0.6451612903225807,0.8113207547169812,1.935483870967742,1.935483870967742,0.0,0.6962025316455697,2.5806451612903225,2.5806451612903225,0.0,0.0,0.6451612903225806,0.0,0.6451612903225806,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/actions/alpha0.05_aware/93/fake,qwq,actions,alpha0.05_aware,697,0.7747489239598279,86,86,1.0,0.14347202295552366,0.14347202295552366,0.0,0.710727969348659,7.890961262553802,8.464849354375897,0.573888091822095,0.2727272727272727,2.72596843615495,1.5781922525107603,1.1477761836441895,0.8571428571428571,0.430416068866571,0.7173601147776184,0.2869440459110474,0.6509433962264151,1.1477761836441893,1.4347202295552368,0.2869440459110475,,0.0,0.0,0.0
qwq/actions/alpha0.05_aware/59/fake,qwq,actions,alpha0.05_aware,160,0.94375,15,15,1.0,0.625,0.625,0.0,0.8783783783783784,4.375,5.0,0.625,0.8615384615384616,3.75,3.125,0.625,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.625,0.625,0.0
qwen3/triggers/alpha0.04_aware/152/hypothetical,qwen3,triggers,alpha0.04_aware,420,0.819047619047619,20,38,0.8939393939393939,0.7142857142857143,0.9523809523809523,0.23809523809523803,0.8045602605863192,2.857142857142857,6.428571428571429,3.5714285714285716,0.22807017543859648,0.7142857142857143,0.23809523809523808,0.4761904761904762,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.47619047619047616,0.7142857142857143,0.23809523809523814,,0.0,0.0,0.0
qwen3/triggers/alpha0.04_aware/53/hypothetical,qwen3,triggers,alpha0.04_aware,449,0.779510022271715,42,20,1.0,0.44543429844098,0.22271714922049,0.22271714922049,0.38636363636363635,1.1135857461024499,1.55902004454343,0.44543429844098004,0.6753731343283582,5.79064587973274,1.55902004454343,4.23162583518931,0.9,1.1135857461024499,0.44543429844098,0.6681514476614698,0.6086956521739131,0.6681514476614699,0.44543429844098,0.22271714922048996,1.0,0.22271714922049,0.22271714922049,0.0
qwen3/actions/alpha0.25/44/real,qwen3,actions,alpha0.25,246,1.0,16,16,1.0,0.4065040650406504,0.4065040650406504,0.0,1.0,4.065040650406504,4.065040650406504,0.0,1.0,2.032520325203252,2.032520325203252,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.25/101/real,qwen3,actions,alpha0.25,188,0.851063829787234,16,14,1.0,1.0638297872340425,0.5319148936170213,0.5319148936170213,0.711340206185567,4.787234042553192,4.25531914893617,0.5319148936170217,0.5714285714285714,1.5957446808510638,1.5957446808510638,0.0,1.0,0.5319148936170213,0.5319148936170213,0.0,,0.0,0.0,0.0,1.0,0.5319148936170213,0.5319148936170213,0.0
qwen3/actions/alpha0.25/28/fake,qwen3,actions,alpha0.25,267,0.651685393258427,24,26,0.21428571428571427,0.7490636704119851,1.4981273408239701,0.7490636704119851,0.5345911949685535,5.617977528089888,3.745318352059925,1.8726591760299631,0.36666666666666664,1.4981273408239701,3.3707865168539324,1.8726591760299622,,0.0,0.0,0.0,1.0,0.37453183520599254,0.37453183520599254,0.0,1.0,0.7490636704119851,0.7490636704119851,0.0
qwq/actions/alpha0.0/103/fake,qwq,actions,alpha0.0,192,1.0,17,17,1.0,0.5208333333333334,0.5208333333333334,0.0,1.0,4.166666666666667,4.166666666666667,0.0,1.0,2.6041666666666665,2.6041666666666665,0.0,,0.0,0.0,0.0,1.0,1.0416666666666667,1.0416666666666667,0.0,1.0,0.5208333333333334,0.5208333333333334,0.0
qwq/actions/alpha0.0/68/real,qwq,actions,alpha0.0,116,0.853448275862069,11,10,1.0,0.8620689655172413,0.8620689655172413,0.0,0.7848101265822784,6.0344827586206895,6.0344827586206895,0.0,1.0,0.8620689655172413,0.8620689655172413,0.0,,0.0,0.0,0.0,1.0,0.8620689655172413,0.8620689655172413,0.0,0.0,0.8620689655172413,0.0,0.8620689655172413
qwq/actions/alpha0.0/107/fake,qwq,actions,alpha0.0,154,0.9545454545454546,12,13,1.0,0.6493506493506493,0.6493506493506493,0.0,0.9204545454545454,4.545454545454546,5.194805194805195,0.6493506493506489,1.0,1.948051948051948,1.948051948051948,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.6493506493506493,0.6493506493506493,0.0
qwq/actions/alpha0.0/104/real,qwq,actions,alpha0.0,196,0.8673469387755102,16,16,0.875,2.0408163265306123,1.530612244897959,0.5102040816326532,0.7849462365591398,3.061224489795918,3.5714285714285716,0.5102040816326534,1.0,1.530612244897959,1.530612244897959,0.0,,0.0,0.0,0.0,0.48717948717948717,1.0204081632653061,1.0204081632653061,0.0,1.0,0.5102040816326531,0.5102040816326531,0.0
qwen3/harmbench/alpha0.0/96/single,qwen3,harmbench,alpha0.0,164,1.0,10,10,1.0,0.6097560975609756,0.6097560975609756,0.0,1.0,3.048780487804878,3.048780487804878,0.0,1.0,2.4390243902439024,2.4390243902439024,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwen3/harmbench/alpha0.0/23/single,qwen3,harmbench,alpha0.0,250,0.808,19,19,1.0,0.4,0.4,0.0,0.6417910447761194,2.4,4.0,1.6,0.6612903225806451,2.0,1.2,0.8,1.0,0.8,0.8,0.0,0.4489795918367347,2.0,1.2,0.8,,0.0,0.0,0.0
qwq/triggers/alpha0.0/463/hypothetical,qwq,triggers,alpha0.0,895,0.9564245810055866,52,52,1.0,0.22346368715083798,0.22346368715083798,0.0,0.9433962264150944,4.35754189944134,4.581005586592179,0.2234636871508382,1.0,0.44692737430167595,0.44692737430167595,0.0,1.0,0.33519553072625696,0.33519553072625696,0.0,0.0,0.22346368715083798,0.0,0.22346368715083798,1.0,0.22346368715083798,0.22346368715083798,0.0
qwq/triggers/alpha0.0/80/hypothetical,qwq,triggers,alpha0.0,125,0.936,13,13,0.7142857142857143,0.8,1.6,0.8,0.8545454545454545,5.6,4.8,0.7999999999999998,1.0,3.2,3.2,0.0,,0.0,0.0,0.0,1.0,0.8,0.8,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.0/205/hypothetical,qwq,triggers,alpha0.0,231,0.9437229437229437,17,17,1.0,0.4329004329004329,0.4329004329004329,0.0,0.8916666666666667,3.463203463203463,3.896103896103896,0.4329004329004329,0.8169014084507042,2.1645021645021645,1.7316017316017316,0.4329004329004329,,0.0,0.0,0.0,1.0,1.2987012987012987,1.2987012987012987,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.0/338/hypothetical,qwq,triggers,alpha0.0,221,1.0,17,17,1.0,0.9049773755656109,0.9049773755656109,0.0,1.0,4.524886877828054,4.524886877828054,0.0,1.0,1.3574660633484164,1.3574660633484164,0.0,,0.0,0.0,0.0,1.0,0.9049773755656109,0.9049773755656109,0.0,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.3/98/hypothetical,deepseek_qwen,triggers,alpha0.3,822,0.6119221411192214,59,43,0.5306122448979592,0.12165450121654502,0.12165450121654502,0.0,0.47058823529411764,4.13625304136253,2.4330900243309004,1.7031630170316299,0.34101382488479265,0.6082725060827251,0.851581508515815,0.24330900243308995,0.5,0.851581508515815,0.6082725060827251,0.24330900243308995,0.42748091603053434,0.9732360097323601,0.851581508515815,0.12165450121654509,0.6470588235294118,0.48661800486618007,0.36496350364963503,0.12165450121654503
deepseek_qwen/triggers/alpha0.3/150/hypothetical,deepseek_qwen,triggers,alpha0.3,654,0.8363914373088684,47,46,0.631578947368421,0.3058103975535168,0.1529051987767584,0.1529051987767584,0.7784679089026915,4.281345565749236,4.892966360856269,0.6116207951070329,0.5866666666666667,2.293577981651376,1.6819571865443426,0.6116207951070336,,0.0,0.0,0.0,1.0,0.3058103975535168,0.3058103975535168,0.0,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.07_aware/98/fake,deepseek_qwen,actions_sampling,alpha0.07_aware,256,0.94140625,17,18,1.0,0.390625,0.390625,0.0,0.8936170212765957,3.515625,3.90625,0.390625,1.0,1.171875,1.171875,0.0,,0.0,0.0,0.0,1.0,1.5625,1.5625,0.0,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.07_aware/101/fake,deepseek_qwen,actions_sampling,alpha0.07_aware,239,0.8619246861924686,16,15,1.0,0.41841004184100417,0.41841004184100417,0.0,0.78,4.184100418410042,3.7656903765690375,0.41841004184100417,0.5875,1.6736401673640167,1.6736401673640167,0.0,1.0,0.41841004184100417,0.41841004184100417,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.07_aware/124/real,deepseek_qwen,actions_sampling,alpha0.07_aware,350,0.9171428571428571,24,24,1.0,0.5714285714285714,0.5714285714285714,0.0,0.875,4.0,4.571428571428571,0.5714285714285712,1.0,0.8571428571428571,0.8571428571428571,0.0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.43137254901960786,1.1428571428571428,0.5714285714285714,0.5714285714285714,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.07_aware/23/fake,deepseek_qwen,actions_sampling,alpha0.07_aware,192,1.0,14,14,1.0,0.5208333333333334,0.5208333333333334,0.0,1.0,4.6875,4.6875,0.0,1.0,2.0833333333333335,2.0833333333333335,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.05_aware/15/fake,qwen3,actions,alpha0.05_aware,317,0.9337539432176656,27,28,1.0,0.31545741324921134,0.31545741324921134,0.0,0.9090909090909091,6.624605678233438,7.255520504731861,0.6309148264984232,1.0,1.2618296529968454,1.2618296529968454,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.31545741324921134,0.0,0.31545741324921134
qwen3/actions/alpha0.05_aware/93/real,qwen3,actions,alpha0.05_aware,162,0.9135802469135802,15,15,1.0,0.6172839506172839,0.6172839506172839,0.0,0.8409090909090909,5.555555555555555,4.938271604938271,0.617283950617284,0.7777777777777778,2.4691358024691357,3.0864197530864197,0.617283950617284,,0.0,0.0,0.0,1.0,0.6172839506172839,0.6172839506172839,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.05_aware/64/fake,qwen3,actions,alpha0.05_aware,256,0.97265625,31,31,1.0,0.78125,0.78125,0.0,0.95,6.25,5.859375,0.390625,0.9078947368421053,3.515625,3.90625,0.390625,,0.0,0.0,0.0,1.0,1.5625,1.5625,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.05_aware/86/real,qwen3,actions,alpha0.05_aware,339,0.8200589970501475,21,20,1.0,0.5899705014749262,0.2949852507374631,0.2949852507374631,0.7024390243902439,3.2448377581120944,3.5398230088495577,0.2949852507374633,0.5196850393700787,2.0648967551622417,1.7699115044247788,0.29498525073746285,,0.0,0.0,0.0,1.0,0.2949852507374631,0.2949852507374631,0.0,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.35/30/real,deepseek_qwen,actions,alpha0.35,220,1.0,15,15,1.0,0.45454545454545453,0.45454545454545453,0.0,1.0,4.545454545454546,4.545454545454546,0.0,1.0,1.8181818181818181,1.8181818181818181,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.35/64/real,deepseek_qwen,actions,alpha0.35,313,0.8562300319488818,27,22,1.0,0.6389776357827476,0.6389776357827476,0.0,0.8061224489795918,5.111821086261981,4.472843450479234,0.638977635782747,0.7125,1.597444089456869,1.597444089456869,0.0,,0.0,0.0,0.0,0.19444444444444445,1.2779552715654952,0.3194888178913738,0.9584664536741214,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.35/79/real,deepseek_qwen,actions,alpha0.35,259,0.915057915057915,17,18,1.0,0.7722007722007722,0.7722007722007722,0.0,0.841726618705036,3.088803088803089,3.474903474903475,0.3861003861003862,0.7758620689655172,1.1583011583011582,1.5444015444015444,0.3861003861003862,1.0,0.3861003861003861,0.3861003861003861,0.0,0.6538461538461539,1.1583011583011582,0.7722007722007722,0.386100386100386,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.35/19/real,deepseek_qwen,actions,alpha0.35,349,0.8997134670487106,22,23,1.0,0.28653295128939826,0.28653295128939826,0.0,0.8205128205128205,3.151862464183381,4.011461318051576,0.8595988538681949,0.8850574712643678,1.7191977077363896,1.4326647564469914,0.28653295128939815,1.0,0.28653295128939826,0.28653295128939826,0.0,0.0,0.28653295128939826,0.0,0.28653295128939826,1.0,0.5730659025787965,0.5730659025787965,0.0
deepseek_qwen/actions/alpha0.35/3/fake,deepseek_qwen,actions,alpha0.35,251,0.952191235059761,16,16,1.0,0.398406374501992,0.398406374501992,0.0,0.9008264462809917,3.585657370517928,3.187250996015936,0.3984063745019921,1.0,1.593625498007968,1.593625498007968,0.0,,0.0,0.0,0.0,1.0,0.796812749003984,0.796812749003984,0.0,0.0,0.0,0.398406374501992,0.398406374501992
deepseek_qwen/actions/alpha0.35/148/fake,deepseek_qwen,actions,alpha0.35,382,1.0,30,30,1.0,0.5235602094240838,0.5235602094240838,0.0,1.0,5.49738219895288,5.49738219895288,0.0,1.0,1.5706806282722514,1.5706806282722514,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.2617801047120419,0.2617801047120419,0.0
deepseek_qwen/actions/alpha0.35/6/real,deepseek_qwen,actions,alpha0.35,236,1.0,14,14,1.0,0.423728813559322,0.423728813559322,0.0,1.0,3.8135593220338984,3.8135593220338984,0.0,1.0,1.271186440677966,1.271186440677966,0.0,1.0,0.423728813559322,0.423728813559322,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.25/52/hypothetical,qwq,triggers,alpha0.25,867,0.5397923875432526,62,60,1.0,0.11534025374855825,0.11534025374855825,0.0,0.5306859205776173,2.9988465974625145,4.1522491349480966,1.153402537485582,0.16558441558441558,2.306805074971165,0.461361014994233,1.845444059976932,0.18666666666666668,0.2306805074971165,1.1534025374855825,0.922722029988466,0.4782608695652174,0.922722029988466,1.0380622837370241,0.11534025374855816,0.0,0.5767012687427913,0.0,0.5767012687427913
qwq/triggers/alpha0.25/416/hypothetical,qwq,triggers,alpha0.25,215,0.786046511627907,14,15,1.0,0.46511627906976744,0.46511627906976744,0.0,0.6617647058823529,3.255813953488372,4.651162790697675,1.3953488372093026,0.47368421052631576,1.3953488372093024,0.9302325581395349,0.4651162790697675,,0.0,0.0,0.0,0.6190476190476191,0.46511627906976744,0.46511627906976744,0.0,0.41935483870967744,0.9302325581395349,0.46511627906976744,0.46511627906976744
qwq/triggers/alpha0.25/166/hypothetical,qwq,triggers,alpha0.25,566,0.7473498233215548,41,33,0.6976744186046512,0.8833922261484098,1.0600706713780919,0.176678445229682,0.7735042735042735,2.65017667844523,2.8268551236749118,0.1766784452296819,0.5169491525423728,1.4134275618374559,0.5300353356890459,0.88339222614841,0.3191489361702128,1.2367491166077738,0.5300353356890459,0.7067137809187278,0.7692307692307693,0.5300353356890459,0.35335689045936397,0.17667844522968196,1.0,0.5300353356890459,0.5300353356890459,0.0
qwq/actions/alpha0.3/115/real,qwq,actions,alpha0.3,115,1.0,10,10,1.0,0.8695652173913043,0.8695652173913043,0.0,1.0,4.3478260869565215,4.3478260869565215,0.0,1.0,3.4782608695652173,3.4782608695652173,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/actions/alpha0.3/23/real,qwq,actions,alpha0.3,119,0.9327731092436975,10,11,1.0,0.8403361344537815,0.8403361344537815,0.0,0.8787878787878788,5.042016806722689,5.882352941176471,0.8403361344537821,1.0,1.680672268907563,1.680672268907563,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.8403361344537815,0.8403361344537815,0.0
qwq/triggers/alpha0.05_aware/277/hypothetical,qwq,triggers,alpha0.05_aware,262,1.0,21,21,1.0,1.1450381679389312,1.1450381679389312,0.0,1.0,5.7251908396946565,5.7251908396946565,0.0,1.0,0.3816793893129771,0.3816793893129771,0.0,,0.0,0.0,0.0,1.0,0.7633587786259542,0.7633587786259542,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.05_aware/424/hypothetical,qwq,triggers,alpha0.05_aware,769,0.9102730819245773,51,51,1.0,0.13003901170351106,0.13003901170351106,0.0,0.7952522255192879,2.730819245773732,2.860858257477243,0.13003901170351106,0.7294117647058823,1.8205461638491547,1.6905071521456436,0.13003901170351106,1.0,1.5604681404421326,1.5604681404421326,0.0,,0.0,0.0,0.0,1.0,0.39011703511053314,0.39011703511053314,0.0
qwq/triggers/alpha0.05_aware/443/hypothetical,qwq,triggers,alpha0.05_aware,197,0.7969543147208121,11,12,0.6282051282051282,1.5228426395939085,1.015228426395939,0.5076142131979695,0.6746987951807228,2.5380710659898478,2.5380710659898478,0.0,0.6842105263157895,1.5228426395939085,2.5380710659898478,1.0152284263959392,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.05_aware/294/hypothetical,qwq,triggers,alpha0.05_aware,218,1.0,15,15,1.0,0.45871559633027525,0.45871559633027525,0.0,1.0,4.128440366972477,4.128440366972477,0.0,1.0,1.3761467889908257,1.3761467889908257,0.0,,0.0,0.0,0.0,1.0,0.9174311926605505,0.9174311926605505,0.0,,0.0,0.0,0.0
qwq/triggers/alpha0.05_aware/42/hypothetical,qwq,triggers,alpha0.05_aware,204,0.9656862745098039,16,14,1.0,0.9803921568627451,0.49019607843137253,0.49019607843137253,0.9375,4.901960784313726,3.9215686274509802,0.9803921568627456,1.0,1.4705882352941178,1.4705882352941178,0.0,,0.0,0.0,0.0,0.5882352941176471,0.49019607843137253,0.9803921568627451,0.49019607843137253,,0.0,0.0,0.0
qwq/triggers/alpha0.05_aware/181/hypothetical,qwq,triggers,alpha0.05_aware,673,1.0,43,43,1.0,0.1485884101040119,0.1485884101040119,0.0,1.0,3.5661218424962855,3.5661218424962855,0.0,1.0,0.4457652303120357,0.4457652303120357,0.0,1.0,0.1485884101040119,0.1485884101040119,0.0,1.0,1.485884101040119,1.485884101040119,0.0,1.0,0.5943536404160475,0.5943536404160475,0.0
qwq/triggers/alpha0.05_aware/453/hypothetical,qwq,triggers,alpha0.05_aware,382,0.9031413612565445,21,21,1.0,0.5235602094240838,0.5235602094240838,0.0,0.852,3.6649214659685865,3.4031413612565444,0.26178010471204205,0.6623376623376623,0.7853403141361257,1.3089005235602094,0.5235602094240837,,0.0,0.0,0.0,0.5769230769230769,0.5235602094240838,0.2617801047120419,0.2617801047120419,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.35/11/fake,deepseek_qwen,actions_sampling,alpha0.35,192,0.9375,13,14,1.0,1.0416666666666667,1.0416666666666667,0.0,1.0,3.6458333333333335,3.6458333333333335,0.0,0.6842105263157895,1.0416666666666667,1.5625,0.5208333333333333,,0.0,0.0,0.0,1.0,0.5208333333333334,0.5208333333333334,0.0,1.0,0.5208333333333334,0.5208333333333334,0.0
deepseek_qwen/actions_sampling/alpha0.35/33/fake,deepseek_qwen,actions_sampling,alpha0.35,317,0.8422712933753943,20,22,0.7916666666666666,0.6309148264984227,0.9463722397476341,0.3154574132492114,0.7814207650273224,3.470031545741325,3.1545741324921135,0.3154574132492116,0.7671232876712328,0.9463722397476341,1.2618296529968454,0.3154574132492113,,0.0,0.0,0.0,0.2978723404255319,0.9463722397476341,1.2618296529968454,0.3154574132492113,1.0,0.31545741324921134,0.31545741324921134,0.0
deepseek_qwen/actions/alpha0.3/7/real,deepseek_qwen,actions,alpha0.3,202,0.9306930693069307,12,14,0.8095238095238095,0.9900990099009901,0.49504950495049505,0.49504950495049505,0.8679245283018868,2.9702970297029703,3.9603960396039604,0.9900990099009901,1.0,1.9801980198019802,1.9801980198019802,0.0,,0.0,0.0,0.0,0.0,0.0,0.49504950495049505,0.49504950495049505,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.3/62/real,deepseek_qwen,actions,alpha0.3,386,0.7564766839378239,30,26,0.6875,1.0362694300518134,0.5181347150259067,0.5181347150259067,0.6652360515021459,3.626943005181347,4.1450777202072535,0.5181347150259064,0.5537190082644629,1.8134715025906736,1.5544041450777202,0.2590673575129534,0.0,0.25906735751295334,0.0,0.25906735751295334,0.5,1.0362694300518134,0.5181347150259067,0.5181347150259067,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.3/140/fake,deepseek_qwen,actions,alpha0.3,458,0.8013100436681223,33,33,1.0,0.8733624454148472,0.8733624454148472,0.0,0.7592592592592593,5.676855895196507,4.585152838427947,1.0917030567685595,0.0,0.2183406113537118,1.3100436681222707,1.0917030567685588,1.0,0.4366812227074236,0.4366812227074236,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
